,title,release_date,colored,genre,language,country,rating,lead_actor,director_name,lead_actor_fb_likes,cast_fb_likes,director_fb_likes,movie_fb_likes,imdb_score,total_reviews,duration,revenue_eur,budget_eur
989,Tea with Mussolini,1999-10-02,True,Comedy,English,Italy,PG,Lily Tomlin,Franco Zeffirelli,718.0,1148,160,970,6.9,62.0,117.0,14348123.0,12000000.0
990,The 13th Warrior,1999-02-18,True,Action,English,United States of America,R,Tony Curran,John McTiernan,845.0,1815,323,0,6.6,85.0,102.0,26814391.864184365,69712129.91060443
991,The Adventures of Elmo in Grouchland,1999-11-06,True,Adventure,English,United States of America,G,Vanessa Williams,Gary Halvorson,1000.0,2020,11,339,5.8,44.0,73.0,9541915.853358483,13942425.982120888
992,The Astronaut's Wife,1999-11-20,True,Drama,English,United States of America,R,Johnny Depp,Rand Ravich,40000.0,52621,7,1000,5.3,107.0,109.0,8738276.88017715,27884851.964241777
993,The Basket,1999-10-01,True,Drama,English,United States of America,PG,Eric Dane,Rich Cowan,2000.0,3475,7,117,6.5,14.0,105.0,499501.3532354629,1066185.5162798327
994,The Best Man,1999-11-20,True,Comedy,English,United States of America,R,Harold Perrineau,Malcolm D. Lee,1000.0,5420,92,0,6.7,32.0,120.0,27946276.552120067,7381284.343475764
995,The Big Tease,1999-05-13,True,Comedy,English,United Kingdom,R,Craig Ferguson,Kevin Allen,759.0,2805,8,182,6.3,33.0,86.0,206667.40909850213,4454591.012862632
996,The Blair Witch Project,1999-07-28,False,Horror,English,United States of America,R,Heather Donahue,Daniel Myrick,170.0,399,19,0,6.4,360.0,81.0,115254747.80611825,49208.562289838424
997,The Bone Collector,1999-05-12,True,Crime,English,United States of America,R,Denzel Washington,Phillip Noyce,18000.0,29748,176,0,6.7,75.0,118.0,54529721.971623056,39366849.83187074
998,The Corruptor,1999-11-25,True,Action,English,United States of America,R,Byron Mann,James Foley,258.0,571,164,328,6.0,91.0,110.0,12430246.862954153,24604281.144919213
999,The Deep End of the Ocean,1999-08-10,True,Drama,English,United States of America,PG-13,Alexa PenaVega,Ulu Grosbard,2000.0,4327,22,579,6.3,54.0,106.0,10970643.812023291,32805708.19322562
1000,The End of the Affair,1999-08-18,True,Drama,English,United Kingdom,R,Stephen Rea,Neil Jordan,327.0,672,277,0,7.2,90.0,102.0,11871648.755498637,25613898.323960133
1001,The General's Daughter,1999-08-30,True,Drama,English,United States of America,R,Daniel von Bargen,Simon West,577.0,2321,165,885,6.3,113.0,116.0,84210685.63930123,77913556.95891084
1002,The Green Mile,1999-04-08,True,Crime,English,United States of America,R,Tom Hanks,Frank Darabont,15000.0,17716,0,30000,8.5,186.0,189.0,112196648.89690804,49208562.289838426
1003,The Haunting,1999-07-13,True,Fantasy,English,United States of America,PG-13,Liam Neeson,Jan de Bont,14000.0,17786,101,0,4.9,167.0,113.0,74787915.19724432,65611416.38645124
1004,The Hurricane,1999-07-26,False,Biography,English,United States of America,R,Denzel Washington,Norman Jewison,18000.0,20516,278,0,7.6,65.0,146.0,41555733.617649466,31165422.783564337
1005,The Insider,1999-08-26,True,Biography,English,United States of America,R,Al Pacino,Michael Mann,14000.0,18216,0,0,7.9,209.0,157.0,23755595.01353235,55769703.92848355
1006,The Iron Giant,1999-08-30,True,Action,English,United States of America,PG,Vin Diesel,Brad Bird,14000.0,16358,663,0,8.0,162.0,90.0,18993935.044697776,57409989.33814483
1007,The Limey,1999-04-09,True,Crime,English,United States of America,R,Peter Fonda,Steven Soderbergh,402.0,1335,0,944,7.1,111.0,89.0,2618799.3110801275,7381284.343475764
1008,The Loss of Sexual Innocence,1999-01-03,True,Drama,English,United States of America,R,Kelly Macdonald,Mike Figgis,2000.0,4343,81,111,5.4,31.0,106.0,327887.3123923562,3280570.819322562
1009,The Matrix,1999-12-27,True,Action,English,United States of America,R,Keanu Reeves,Lana Wachowski,18000.0,18563,0,25000,8.7,313.0,136.0,140558724.67809397,51668990.40433035
1010,The Messenger: The Story of Joan of Arc,1999-07-04,True,Adventure,English,France,R,Paul Brooke,Luc Besson,51.0,144,0,0,6.4,111.0,158.0,14131298.0,390000000.0
1011,The Muse,1999-11-28,True,Comedy,English,United States of America,PG-13,Jeff Bridges,Albert Brooks,12000.0,15209,745,251,5.6,97.0,97.0,9525330.927581398,12302140.572459606
1012,The Ninth Gate,1999-07-15,True,Mystery,English,Spain,R,Johnny Depp,Roman Polanski,40000.0,42344,2000,0,6.7,172.0,133.0,18653746.0,38000000.0
1013,The Omega Code,1999-10-20,True,Action,English,United States of America,PG-13,George Coe,Robert Marcarelli,488.0,2428,0,129,3.5,39.0,100.0,10342452.226687443,6151070.286229803
1014,The Out-of-Towners,1999-02-15,True,Comedy,English,United States of America,PG-13,Oliver Hudson,Sam Weisman,607.0,1335,39,279,5.3,62.0,90.0,23403401.951939635,32805708.19322562
1015,The Rage: Carrie 2,1999-06-14,False,Horror,English,United States of America,R,Jason London,Katt Shea,711.0,3162,52,897,4.6,85.0,104.0,14563345.362093003,17222996.80144345
1016,The Sixth Sense,1999-10-15,True,Drama,English,United States of America,PG-13,Bruce Willis,M. Night Shyamalan,13000.0,17540,0,14000,8.1,234.0,107.0,240713257.60682356,32805708.19322562
1017,The Story of Us,1999-11-14,True,Comedy,English,United States of America,R,Bruce Willis,Rob Reiner,13000.0,14706,0,0,5.9,99.0,95.0,22198933.814483717,41007135.24153202
1018,The Straight Story,1999-09-29,True,Biography,English,France,G,Sissy Spacek,David Lynch,874.0,1351,0,0,8.0,143.0,112.0,6197866.0,10000000.0
1019,The Talented Mr. Ripley,1999-07-30,True,Crime,English,United States of America,R,Philip Seymour Hoffman,Anthony Minghella,22000.0,36810,333,0,7.3,203.0,139.0,66671151.48035757,32805708.19322562
1020,The Thirteenth Floor,1999-12-12,True,Mystery,English,Germany,R,Gretchen Mol,Josef Rusnak,599.0,2389,9,0,7.0,111.0,100.0,15500000.0,16000000.0
1021,The Thomas Crown Affair,1999-03-17,True,Crime,English,United States of America,R,Mark Margolis,John McTiernan,1000.0,4660,323,0,6.8,152.0,113.0,56839386.533256784,39366849.83187074
1022,The Virgin Suicides,1999-06-08,True,Drama,English,United States of America,R,Kirsten Dunst,Sofia Coppola,4000.0,7103,0,0,7.2,152.0,90.0,3985462.9705568766,4920856.228983843
1023,The Woman Chaser,1999-02-19,False,Comedy,English,United States of America,Unrated,Marilyn Rising,Robinson Devor,142.0,168,14,73,7.3,18.0,88.0,90806.20027884851,984171.2457967686
1024,The Wood,1999-03-17,True,Comedy,English,United States of America,R,Omar Epps,Rick Famuyiwa,865.0,2724,44,990,6.9,18.0,106.0,20542631.8379398,4920856.228983843
1025,The World Is Not Enough,1999-05-19,True,Action,English,United Kingdom,PG-13,Colin Salmon,Michael Apted,766.0,2037,150,2000,6.4,197.0,128.0,141356044.3231806,150342446.68411383
1026,Three Kings,1999-04-25,True,Action,English,United States of America,R,Judy Greer,David O. Russell,2000.0,3743,737,3000,7.1,150.0,114.0,49743324.85852538,39366849.83187074
1027,Three to Tango,1999-12-28,True,Comedy,English,Australia,PG-13,Matthew Perry,Damon Santostefano,2000.0,4843,4,311,6.1,81.0,98.0,6574065.091339858,12469605.336991083
1028,Topsy-Turvy,1999-01-13,True,Biography,English,United Kingdom,R,Jim Broadbent,Mike Leigh,1000.0,1690,608,608,7.4,103.0,154.0,6906572.749039479,11136477.53215658
1029,Toy Story 2,1999-07-06,True,Adventure,English,United States of America,G,Tom Hanks,John Lasseter,15000.0,21275,487,0,7.9,191.0,82.0,201610265.72623634,73812843.43475763
1030,Tumbleweeds,1999-06-08,True,Comedy,English,United States of America,PG-13,Kimberly J. Brown,Gavin O'Connor,409.0,1986,149,121,6.7,64.0,102.0,1050747.1500041005,255884.52390715983
1031,Twin Falls Idaho,1999-06-05,True,Drama,English,United States of America,R,Sasha Alexander,Michael Polish,980.0,3166,35,180,7.3,54.0,111.0,808120.232920528,410071.35241532023
1032,Universal Soldier: The Return,1999-02-27,True,Action,English,United States of America,R,Michael Jai White,Mic Rodgers,2000.0,4024,7,401,4.1,75.0,83.0,8555088.985483473,19683424.91593537
1033,Varsity Blues,1999-11-27,True,Comedy,English,United States of America,R,Paul Walker,Brian Robbins,23000.0,23369,48,0,6.4,67.0,106.0,43373728.368736155,13122283.277290247
1034,Wild Wild West,1999-01-18,True,Action,English,United States of America,PG-13,Will Smith,Barry Sonnenfeld,10000.0,15870,188,0,4.8,85.0,106.0,93287466.57918477,139424259.82120886
1035,Wing Commander,1999-11-13,True,Action,English,United States of America,PG-13,Saffron Burrows,Chris Roberts,811.0,2497,38,858,4.1,85.0,100.0,9494043.303534813,24604281.144919213
1036,102 Dalmatians,2000-08-07,True,Adventure,English,United States of America,G,Ioan Gruffudd,Kevin Lima,2000.0,4182,36,372,4.8,84.0,100.0,54901631.2638399,69712129.91060443
1037,28 Days,2000-07-23,True,Comedy,English,United States of America,PG-13,Steve Buscemi,Betty Thomas,12000.0,23864,84,0,6.0,116.0,103.0,30374407.446895756,35266136.30771754
1038,3 Strikes,2000-05-11,True,Comedy,English,United States of America,R,Mo'Nique,DJ Pooh,939.0,3354,69,118,4.0,22.0,82.0,8054896.251947838,4920856.228983843
1039,Aberdeen,2000-11-02,True,Drama,English,United Kingdom,Unrated,Charlotte Rampling,Hans Petter Moland,844.0,846,19,260,7.3,28.0,106.0,71438.27607327803,7238710.395901776
1040,All the Pretty Horses,2000-03-14,True,Drama,English,United States of America,PG-13,Matt Damon,Billy Bob Thornton,13000.0,15006,0,652,5.8,85.0,220.0,12734458.295743458,46748134.17534651
1041,Almost Famous,2000-06-06,True,Adventure,English,United States of America,R,Philip Seymour Hoffman,Cameron Crowe,22000.0,36897,488,15000,7.9,149.0,152.0,26672969.73673419,49208562.289838426
1042,American Psycho,2000-02-16,True,Crime,English,United States of America,R,Christian Bale,Mary Harron,23000.0,25462,126,18000,7.6,288.0,102.0,12341030.91937997,5740998.933814483
1043,Amores Perros,2000-09-17,True,Drama,Spanish,Mexico,R,Adriana Barraza,Alejandro G. IÃ±Ã¡rritu,85.0,318,0,11000,8.1,157.0,115.0,221124.71506314815,82143.9572851422
1044,An Everlasting Piece,2000-07-11,True,Comedy,English,United States of America,R,Anna Friel,Barry Levinson,736.0,1403,272,132,6.3,34.0,103.0,61574.673993274824,11481997.867628966
1045,Anatomy,2000-02-07,True,Horror,German,Germany,R,Benno FÃ¼rmann,Stefan Ruzowitzky,127.0,163,24,560,6.1,62.0,103.0,5725.0,8400000.0
1046,Autumn in New York,2000-05-01,True,Drama,English,United States of America,PG-13,J.K. Simmons,Joan Chen,24000.0,26938,643,0,5.5,101.0,103.0,30962790.945624534,32805708.19322562
1047,Bamboozled,2000-07-14,True,Comedy,English,United States of America,R,Gillian White,Spike Lee,1000.0,4266,0,1000,6.5,57.0,135.0,1792229.9680144342,8201427.048306405
1048,Battlefield Earth,2000-02-03,True,Action,English,United States of America,PG-13,Richard Tyson,Roger Christian,743.0,971,64,0,2.4,174.0,119.0,17609845.81317149,36086279.01254818
1049,Bedazzled,2000-10-05,True,Comedy,English,United States of America,PG-13,Brendan Fraser,Harold Ramis,3000.0,5390,11000,0,6.0,125.0,93.0,31067002.37841384,39366849.83187074
1050,Best in Show,2000-04-24,True,Comedy,English,United States of America,PG-13,John Michael Higgins,Christopher Guest,957.0,4611,378,0,7.5,119.0,90.0,15272081.522184858,4920856.228983843
1051,Big Momma's House,2000-07-29,True,Action,English,United States of America,PG-13,Nia Long,Raja Gosnell,826.0,1790,67,1000,5.1,100.0,99.0,96415515.45968997,24604281.144919213
1052,Billy Elliot,2000-10-09,True,Drama,English,United Kingdom,R,Julie Walters,Stephen Daldry,838.0,1122,335,0,7.7,151.0,110.0,24494583.21732836,5568238.76607829
1053,Bless the Child,2000-02-11,True,Crime,English,United States of America,R,Rufus Sewell,Chuck Russell,3000.0,4565,55,394,5.1,100.0,107.0,24091017.797096692,32805708.19322562
1054,Boiler Room,2000-11-19,True,Crime,English,United States of America,R,Vin Diesel,Ben Younger,14000.0,17336,46,0,7.0,132.0,120.0,13891723.939965552,6561141.638645124
1055,Book of Shadows: Blair Witch 2,2000-11-12,True,Adventure,English,United States of America,R,Kim Director,Joe Berlinger,193.0,608,31,949,4.0,160.0,90.0,21669247.929139666,12302140.572459606
1056,Boys and Girls,2000-07-16,True,Comedy,English,United States of America,PG-13,Alyson Hannigan,Robert Iscove,3000.0,3451,7,487,5.3,67.0,94.0,16917388.66562782,13122283.277290247
1057,Bring It On,2000-01-28,True,Comedy,English,United States of America,PG-13,Kirsten Dunst,Peyton Reed,4000.0,5270,235,0,5.9,139.0,98.0,56059665.38177642,8201427.048306405
1058,Brother,2000-08-10,True,Crime,English,United States of America,R,Omar Epps,Takeshi Kitano,865.0,2126,0,0,7.2,81.0,114.0,367218.89608791925,8201427.048306405
1059,Cast Away,2000-04-19,True,Adventure,English,United States of America,PG-13,Tom Hanks,Robert Zemeckis,15000.0,15838,0,23000,7.7,221.0,143.0,191610332.15779543,73812843.43475763
1060,Cecil B. DeMented,2000-11-14,True,Comedy,English,France,R,Alicia Witt,John Waters,975.0,3059,0,795,6.2,90.0,87.0,1276984.0,10000000.0
1061,Center Stage,2000-12-02,True,Drama,English,United States of America,PG-13,Amanda Schull,Nicholas Hytner,757.0,1201,13,0,6.7,68.0,115.0,14085844.336914621,14762568.686951527
1062,Charlie's Angels,2000-01-09,True,Action,English,United States of America,PG-13,Bill Murray,McG,13000.0,15419,368,0,5.5,181.0,94.0,102768428.60657753,75453128.84441893
1063,Chicken Run,2000-07-28,True,Adventure,English,United Kingdom,G,Imelda Staunton,Peter Lord,579.0,1817,91,0,7.0,187.0,84.0,118930803.49685395,50114148.8947046
1064,Chocolat,2000-08-27,True,Drama,English,United Kingdom,PG-13,Lena Olin,Lasse HallstrÃ¶m,541.0,1323,529,18000,7.3,152.0,121.0,79413954.00634779,27841193.830391448
1065,Chuck & Buck,2000-11-09,True,Comedy,English,United States of America,R,Lupe Ontiveros,Miguel Arteta,625.0,1378,44,170,6.6,59.0,96.0,861641.9256950709,205035.67620766012
1066,Coyote Ugly,2000-11-12,True,Comedy,English,United States of America,PG-13,Adam Garcia,David McNally,811.0,3106,18,0,5.6,155.0,107.0,49853415.07422291,36906421.71737882
1067,"Crouching Tiger, Hidden Dragon",2000-08-02,True,Action,Mandarin,Taiwan,PG-13,Chen Chang,Ang Lee,103.0,129,0,0,7.9,287.0,120.0,3713966.4320000005,435000.00000000006
1068,Dancer in the Dark,2000-04-20,True,Crime,English,Denmark,R,Catherine Deneuve,Lars von Trier,963.0,2894,3000,0,8.0,177.0,140.0,558885.1846375136,1720684.5098065576
1069,Digimon: The Movie,2000-01-20,True,Action,English,United States of America,PG,Lara Jill Miller,Mamoru Hosoda,93.0,315,99,207,5.9,29.0,82.0,7896949.889280734,4100713.5241532023
1070,Dinosaur,2000-01-20,True,Adventure,English,United States of America,PG,Alfre Woodard,Eric Leighton,1000.0,2945,0,0,6.5,145.0,82.0,112973068.97400147,104568194.86590666
1071,Down to You,2000-02-13,True,Comedy,English,United States of America,PG-13,Rosario Dawson,Kris Isacsson,3000.0,4409,0,580,4.9,64.0,91.0,16431813.33552038,7381284.343475764
1072,Dracula 2000,2000-12-01,True,Action,English,United States of America,R,Gerard Butler,Patrick Lussier,18000.0,23344,71,0,4.9,122.0,99.0,27065018.453210857,22963995.73525793
1073,Drowning Mona,2000-06-21,True,Comedy,English,United States of America,PG-13,Will Ferrell,Nick Gomez,8000.0,11078,22,492,5.6,84.0,96.0,12652498.974821618,13122283.277290247
1074,"Dude, Where's My Car?",2000-01-03,True,Comedy,English,United States of America,PG-13,Jennifer Garner,Danny Leiner,3000.0,6454,8,0,5.5,106.0,83.0,38324755.187402606,10661855.162798326
1075,Duets,2000-09-06,True,Comedy,English,United States of America,R,Lochlyn Munro,Bruce Paltrow,555.0,1227,28,573,6.0,65.0,112.0,3882748.298203887,12302140.572459606
1076,Erin Brockovich,2000-11-10,True,Biography,English,United States of America,R,Julia Roberts,Steven Soderbergh,8000.0,10003,0,0,7.3,169.0,131.0,102967838.10383005,42647420.651193306
1077,Final Destination,2000-03-26,True,Horror,English,United States of America,R,Daniel Roebuck,James Wong,1000.0,3345,70,0,6.7,211.0,98.0,43715503.97769211,18863282.211104732
1078,Finding Forrester,2000-03-16,True,Drama,English,United States of America,PG-13,F. Murray Abraham,Gus Van Sant,670.0,1801,835,0,7.3,137.0,136.0,42457658.4925777,35266136.30771754
1079,Fiza,2000-12-11,False,Drama,Hindi,India,Unrated,Karisma Kapoor,Khalid Mohamed,353.0,773,10,92,6.2,1.0,167.0,6812.671085862105,11150.19875229276
1080,Frequency,2000-08-23,True,Crime,English,United States of America,PG-13,Dennis Quaid,Gregory Hoblit,2000.0,4045,40,0,7.3,168.0,118.0,36893056.6718609,25424423.849749852
1081,George Washington,2000-03-19,True,Drama,English,United States of America,Unrated,Paul Schneider,David Gordon Green,552.0,642,234,451,7.5,75.0,90.0,198323.62831132615,34445.9936028869
1082,Get Carter,2000-11-19,True,Action,English,United States of America,R,Sylvester Stallone,Stephen Kay,13000.0,14463,19,604,5.1,102.0,102.0,12275225.129172474,32805708.19322562
1083,Gladiator,2000-12-17,True,Action,English,United States of America,R,Djimon Hounsou,Ridley Scott,3000.0,6521,0,21000,8.5,265.0,171.0,153916891.65914866,84474698.59755597
1084,Gone in Sixty Seconds,2000-11-13,True,Action,English,United States of America,PG-13,Nicolas Cage,Dominic Sena,12000.0,29069,57,0,6.5,175.0,127.0,83361771.50824243,73812843.43475763
1085,Gossip,2000-07-27,True,Drama,English,United States of America,R,Norman Reedus,Davis Guggenheim,12000.0,12776,49,853,5.9,63.0,90.0,4189961.4532928723,19683424.91593537
1086,Groove,2000-07-27,True,Drama,English,United States of America,R,Rachel True,Greg Harrison,328.0,407,7,0,6.5,46.0,86.0,914412.3677519887,410071.35241532023
1087,Gun Shy,2000-12-24,True,Comedy,English,United States of America,R,Liam Neeson,Eric Blakeney,14000.0,17665,3,242,5.7,49.0,101.0,1338340.8513081274,8201427.048306405
1088,Hanging Up,2000-11-29,True,Comedy,English,Germany,PG-13,Adam Arkin,Diane Keaton,374.0,1238,0,390,4.7,82.0,94.0,36037909.0,60000000.0
1089,Here on Earth,2000-12-01,True,Drama,English,United States of America,PG-13,Bruce Greenwood,Mark Piznarski,989.0,3142,4,648,5.1,44.0,96.0,8606698.10547035,12302140.572459606
1090,High Fidelity,2000-10-07,True,Comedy,English,United Kingdom,R,Drake Bell,Stephen Frears,1000.0,3141,350,10000,7.6,174.0,113.0,30377031.01508993,22272955.06431316
1091,Highlander: Endgame,2000-05-05,True,Action,English,United States of America,R,Christopher Lambert,Douglas Aarniokoski,1000.0,2764,36,356,4.6,90.0,101.0,10498802.591650946,12302140.572459606
1092,Hollow Man,2000-10-15,True,Action,English,United States of America,R,Greg Grunberg,Paul Verhoeven,833.0,2356,719,0,5.7,180.0,119.0,60042106.126466,77913556.95891084
